name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas mediterranea	314275	S	46759	62467	109226	0.02497
Alteromonas macleodii	28108	S	45487	102099	147586	0.03373
Alteromonas australica	589873	S	43576	20355	63931	0.01461
Alteromonas confluentis	1656094	S	3503	452	3955	0.00090
Alteromonas abrolhosensis	1892904	S	3430	4828	8258	0.00189
Alteromonas sp. IB21	2779369	S	1467	1553	3020	0.00069
Alteromonas sp. RKMC-009	2267264	S	318	63	381	0.00009
Alteromonas sp. KUL42	2480797	S	122	19	141	0.00003
Alteromonas sp. KUL106	2480799	S	64	27	91	0.00002
Alteromonas sp. V450	1912139	S	46	33	79	0.00002
Alteromonas sp. ALT199	1298865	S	43	57	100	0.00002
Alteromonas sp. BL110	1714845	S	36	59	95	0.00002
Alteromonas sp. KC3	2795688	S	34	10	44	0.00001
Alteromonas sp. MMG017	2822692	S	27	29	56	0.00001
Alteromonas sp. 38	2653129	S	20	23	43	0.00001
Alteromonas marina	203795	S	1887	4056	5943	0.00136
Alteromonas profundi	2696062	S	902	543	1445	0.00033
Alteromonas antoniana	2803813	S	712	519	1231	0.00028
Alteromonas portus	2565549	S	390	439	829	0.00019
Alteromonas oceanisediminis	2836180	S	371	78	449	0.00010
Alteromonas oceani	2071609	S	291	1129	1420	0.00032
Alteromonas alba	2079529	S	256	2055	2311	0.00053
Alteromonas naphthalenivorans	715451	S	206	371	577	0.00013
Alteromonas gracilis	1479524	S	116	88	204	0.00005
Alteromonas pelagimontana	1858656	S	58	7	65	0.00001
Alteromonas hispanica	315421	S	33	5	38	0.00001
Alteromonas genovensis	471225	S	22	20	42	0.00001
Salinimonas sediminis	2303538	S	59	40	99	0.00002
Salinimonas iocasae	2572577	S	32	8	40	0.00001
Salinimonas lutimaris	914153	S	31	6	37	0.00001
Marisediminitalea aggregata	634436	S	1470	300	1770	0.00040
Alteromonadaceae bacterium	1916082	S	536	244	780	0.00018
Alteromonadaceae bacterium UBA2620	1951386	S	161	631	792	0.00018
Neptunicella marina	2125989	S	54	8	62	0.00001
Glaciecola sp. UBA1851	1946570	S	34	3	37	0.00001
Glaciecola sp. XM2	1914931	S	12	0	12	0.00000
Aliiglaciecola lipolytica	477689	S	45	17	62	0.00001
Aestuariibacter sp.	1872400	S	17	10	27	0.00001
Ningiella ruwaisensis	2364274	S	18	5	23	0.00001
Pseudoalteromonas gelatinilytica	1703256	S	19175	99225	118400	0.02706
Pseudoalteromonas sp. 0303	2743618	S	2295	25446	27741	0.00634
Pseudoalteromonas sp. MEBiC 03607	2563601	S	1572	4231	5803	0.00133
Pseudoalteromonas sp.	53249	S	808	3629	4437	0.00101
Pseudoalteromonas sp. XI10	1766621	S	676	7561	8237	0.00188
Pseudoalteromonas sp. P1-25	1723758	S	396	634	1030	0.00024
Pseudoalteromonas sp. T1lg23B	2077097	S	57	37	94	0.00002
Pseudoalteromonas sp. T1lg75	2077102	S	41	52	93	0.00002
Pseudoalteromonas lipolytica	570156	S	3215	9710	12925	0.00295
Pseudoalteromonas shioyasakiensis	1190813	S	2052	17842	19894	0.00455
Pseudoalteromonas atlantica	288	S	1384	3053	4437	0.00101
Pseudoalteromonas arabiensis	874454	S	203	191	394	0.00009
Pseudoalteromonas tetraodonis	43659	S	162	747	909	0.00021
Pseudoalteromonas nigrifaciens	28109	S	63	311	374	0.00009
