name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	4530592	1307946	5838538	0.73330
Alteromonas mediterranea	314275	S	96902	33198	130100	0.01634
Alteromonas sp. RKMC-009	2267264	S	34251	2170	36421	0.00457
Alteromonas sp. RW2A1	1917158	S	3744	16127	19871	0.00250
Alteromonas sp. B31-7	2785913	S	1472	12968	14440	0.00181
Alteromonas sp. 009811495	3002962	S	573	580	1153	0.00014
Alteromonas sp. LMIT006	2961948	S	524	35	559	0.00007
Alteromonas sp. BL110	1714845	S	308	55	363	0.00005
Alteromonas sp. MB-3u-76	2058133	S	195	651	846	0.00011
Alteromonas sp. 76-1	2358187	S	30	16	46	0.00001
Alteromonas australica	589873	S	1318	4866	6184	0.00078
Alteromonas naphthalenivorans	715451	S	391	296	687	0.00009
Alteromonas pelagimontana	1858656	S	71	4	75	0.00001
Alteromonas stellipolaris	233316	S	46	356	402	0.00005
Salinimonas iocasae	2572577	S	261	93	354	0.00004
Salinimonas sediminis	2303538	S	100	26	126	0.00002
Salinimonas marina	2785918	S	30	2	32	0.00000
Salinimonas lutimaris	914153	S	15	1	16	0.00000
Hydrocarboniclastica marina	2259620	S	148	11	159	0.00002
Paraneptunicella aestuarii	2831148	S	13	0	13	0.00000
Pseudoalteromonas sp. SCSIO 43088	2822846	S	2184	1848	4032	0.00051
Pseudoalteromonas sp. SCSIO 43101	2822847	S	757	362	1119	0.00014
Pseudoalteromonas sp. A41-2	2785910	S	290	7262	7552	0.00095
Pseudoalteromonas sp. CF6-2	562716	S	171	565	736	0.00009
Pseudoalteromonas sp. JSTW	2752475	S	38	586	624	0.00008
Pseudoalteromonas sp. MT33b	2759705	S	37	526	563	0.00007
Pseudoalteromonas sp. 1_2015MBL_MicDiv	1720343	S	22	71	93	0.00001
Pseudoalteromonas sp. THAF3	2587843	S	16	22	38	0.00000
Pseudoalteromonas sp. SM9913	234831	S	16	244	260	0.00003
Pseudoalteromonas shioyasakiensis	1190813	S	639	468	1107	0.00014
Pseudoalteromonas donghaensis	621376	S	514	6483	6997	0.00088
Pseudoalteromonas lipolytica	570156	S	105	1202	1307	0.00016
Pseudoalteromonas piscicida	43662	S	43	71	114	0.00001
Pseudoalteromonas ruthenica	151081	S	14	20	34	0.00000
Pseudoalteromonas tetraodonis	43659	S	13	180	193	0.00002
Pseudoalteromonas rhizosphaerae	2518973	S	12	3	15	0.00000
Pseudoalteromonas arabiensis	874454	S	12	94	106	0.00001
Idiomarina loihiensis	135577	S	782	311	1093	0.00014
Idiomarina sp. OT37-5b	2100422	S	126	73	199	0.00002
Idiomarina sp. X4	2055892	S	52	137	189	0.00002
Idiomarina piscisalsi	1096243	S	35	84	119	0.00001
Idiomarina abyssalis	86102	S	19	6	25	0.00000
Shewanella sp. JNE2	2989727	S	111	1321	1432	0.00018
Shewanella sp. FDAARGOS_354	1930557	S	14	45	59	0.00001
Shewanella putrefaciens	24	S	78	62	140	0.00002
Shewanella algae	38313	S	38	11	49	0.00001
Shewanella chilikensis	558541	S	17	17	34	0.00000
Moritella sp. 36	2746233	S	19	248	267	0.00003
Moritella sp. 5	2746231	S	14	37	51	0.00001
Colwellia sp. M166	2583805	S	68	74	142	0.00002
Litorilituus sediminis	718192	S	13	4	17	0.00000
Halopseudomonas aestusnigri	857252	S	26092	210804	236896	0.02975
Halopseudomonas sp. MFKK-1	3015994	S	8384	58151	66535	0.00836
Halopseudomonas sp. RR6	2918528	S	4868	836	5704	0.00072
Halopseudomonas sabulinigri	472181	S	3929	353	4282	0.00054
Halopseudomonas litoralis	797277	S	681	348	1029	0.00013
Pseudomonas aeruginosa	287	S	2641	17798	20439	0.00257
Pseudomonas alcaligenes	43263	S	63	53	116	0.00001
Pseudomonas oleovorans	301	S	15	48	63	0.00001
Pseudomonas sp. OIL-1	2706126	S	353	235	588	0.00007
Pseudomonas sp. PP3	2815936	S	32	26	58	0.00001
Pseudomonas sp. SL4(2022)	2994661	S	20	3	23	0.00000
Pseudomonas nanhaiensis	2830842	S	59	11	70	0.00001
Pseudomonas putida	303	S	22	39	61	0.00001
Pseudomonas marincola	437900	S	30	6	36	0.00000
Pseudomonas wenzhouensis	2906062	S	25	13	38	0.00000
Pseudomonas chengduensis	489632	S	13	23	36	0.00000
Stutzerimonas balearica	74829	S	806	1606	2412	0.00030
Stutzerimonas stutzeri	316	S	593	3160	3753	0.00047
[Pseudomonas] zhaodongensis	1176257	S	37	112	149	0.00002
Marinobacter nauticus	2743	S	142875	23726	166601	0.02092
Marinobacter sp. CP1	1671721	S	4931	22897	27828	0.00350
Marinobacter sp. LQ44	1749259	S	1470	2785	4255	0.00053
Marinobacter sp. AN1	2886046	S	1189	315	1504	0.00019
Marinobacter sp. Arc7-DN-1	2304594	S	645	116	761	0.00010
Marinobacter sp. JH2	2547598	S	193	64	257	0.00003
Marinobacter sp. NP-4(2019)	2488665	S	113	46	159	0.00002
Marinobacter sp. es.042	1761794	S	103	215	318	0.00004
Marinobacter sp. P4B1	1119533	S	22	4	26	0.00000
Marinobacter sp.	50741	S	12	2	14	0.00000
Marinobacter salsuginis	418719	S	1439	518	1957	0.00025
Marinobacter adhaerens	1033846	S	678	3353	4031	0.00051
Marinobacter salarius	1420917	S	629	233	862	0.00011
Halomonas meridiana	29570	S	25890	22084	47974	0.00603
Halomonas piezotolerans	2609667	S	9135	6070	15205	0.00191
